#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
181592,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/12/2022,18/01/2023,19/12/2022,2049986,389855,ER No,8799,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6225546,R1-JE9010B,1,Kgs,1.22,,CARAT,AAQFN4016M,PD-0579,02343058606,IPS/K006565,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,726490.32,CUT AND POLISHED DIAMOND,8.890000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,630ddb6409d792406f2715f27684bcba9a4bd2915ea93220a7a120e108da7bc3,258486,
181646,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/12/2022,29/01/2023,30/12/2022,2169154,394498,ER No,12372,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6539219,R1-JE9010B,1,Kgs,0.62,,CARAT,AAQFN4016M,PD-0579,16049533385,0371,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,678999.71,CUT AND POLISHED DIAMOND,12.790000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,ca266179ffad67a639ad6f7bfc35512dc18685e9bd1cec443943613a3e4fec01,258486,
181647,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/11/2022,05/12/2022,05/11/2022,1814210,366981,ER No,1829,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5255982,R1-C04516,1,Kgs,0.77,,CARAT,AAQFN4016M,PD-0579,51406026440,IPS/K005112,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2357.91,LAB. GROWN CPD,0.270000 CARAT,198,0,1100,1040201014,99,99,0,996719,380b4850e132971e0e0ca7a180a7ced7becfb0884ddf50d3f7bb1ac0f6ab544a,257304,
181648,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/10/2022,19/11/2022,20/10/2022,1717026,361618,ER No,10557,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4954393,R1-C04516,2,Kgs,3.91,,CARAT,AAQFN4016M,PD-0579,02342048624,IPS/K004741,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2820255.72,LAB. GROWN CPD,45.480000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,7797aeb87d804488d7e9f9153a015290af893230f3f4153019e5f80ca2079d16,256637,
181706,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/07/2022,06/08/2022,07/07/2022,1093570,302690,ER No,2900,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2637338,R1-C04516,5,Kgs,10.98,,CARAT,AAQFN4016M,PD-0579,12596625900,99013684149,NORMAL,2006,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1700,0,0,19971021.75,CUT AND POLISHED DIAMOND,203.230000 CARAT,306,0,1700,1040201014,153,153,0,996719,534f41b56647772d32f756d2e1de4b1d1942cda39a1501427b4e123c493c344d,253941,
181770,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/04/2022,04/05/2022,04/04/2022,871122,251181,ER No,914,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9450413,R1-C04516,1,Kgs,1.2,,CARAT,AAQFN4016M,PD-0579,02364249636,0089,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,797472.14,CUT AND POLISHED DIAMOND,8.120000 CARAT,198,0,1100,1040201014,99,99,0,996719,d8c621fc741300a67c13c3bec359db533c73b62b705ed6ba595c0fc686293842,251291,
181998,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/11/2022,09/12/2022,09/11/2022,1818146,368262,ER No,2920,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5332745,R1-C04516,1,Kgs,1,,CARAT,AAQFN4016M,PD-0579,17652592142,99013710346,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,596443.36,LAB. GROWN CPD,16.800000 CARAT,198,0,1100,1040201014,99,99,0,996719,3498ffa79c9684a942a84c5addc5e2caab659b65fca7139fcfb43e175fe2ba1e,257499,
182051,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/01/2023,22/02/2023,23/01/2023,2356578,405121,ER No,8900,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7187239,R1-JE9010B,2,Kgs,3.96,,CARAT,AAQFN4016M,PD-0579,16052843486,99013724513,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6569002.17,CUT AND POLISHED DIAMOND,70.360000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,cc0b273270812e72b485f957cee19575e565fe7ff2c2bccec464c17c240e05c2,259269,
182197,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/09/2022,08/10/2022,08/09/2022,1345058,335957,ER No,3286,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4039107,R1-C04516,1,Kgs,2.15,,CARAT,AAQFN4016M,PD-0579,02341594523,IPS/K003497,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2531426.22,CUT AND POLISHED DIAMOND,31.830000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,b450d80040332a61d56968fd5fb541ad3e11e831a33d795b4e00cc82ef5af0ed,255445,
182198,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/12/2022,29/01/2023,30/12/2022,2169170,394514,ER No,12398,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6533678,R1-JE9010B,1,Kgs,0.58,,CARAT,AAQFN4016M,PD-0579,51406141564,IPS/K006822,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,232372.53,LAB. GROWN CPD,10.030000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,190d2cf2e9c3750fff8f2d049a39d091cd7d921db38c56a288bea1edca21337a,258486,
182240,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/01/2023,01/03/2023,30/01/2023,2420434,408266,ER No,11754,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7335482,R1-JE9010B,1,Kgs,0.65,,CARAT,AAQFN4016M,PD-0579,02343518300,7656,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,258259.9,CUT AND POLISHED DIAMOND,10.490000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,61c5f5dc30270beb48a6a2a84db366d3098fa994bc12b9993112554d14c27ad2,258988,
182318,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/10/2022,06/11/2022,07/10/2022,1604162,352617,ER No,2644,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4664580,R1-C04516,1,Kgs,0.33,,CARAT,AAQFN4016M,PD-0579,17658949100,4439,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,420999.8,CUT AND POLISHED DIAMOND,1.900000 CARAT,198,0,1100,1040201014,99,99,0,996719,f4b5dec16a56b40c83a2d0d78b84b20f5485ec121b3ff58dcb7e6601ff3e1213,256443,
182467,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/02/2023,25/03/2023,23/02/2023,2613122,422913,ER No,12091,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7999438,R1-JE9010B,1,Kgs,2.05,,CARAT,AAQFN4016M,PD-0579,02343890781,IPS/K008443,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3224359.26,CUT AND POLISHED DIAMOND,39.890000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,6f5c804d3a12774e628d21e676865ca2ea9a512cff6dbb1241022db0f5295b15,260020,
182523,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/01/2023,02/02/2023,03/01/2023,2209074,395675,ER No,438,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6660970,R1-JE9010B,1,Kgs,0.62,,CARAT,AAQFN4016M,PD-0579,02343050582,IPS/K006922,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,301363.4,CUT AND POLISHED DIAMOND,4.980000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,8f8b8c3484f07a6b75aab6cbd096a4a118319bb80ce841f7e4a32b7954bac112,258615,
182636,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/06/2022,30/07/2022,30/06/2022,1050194,299008,ER No,14195,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2493207,R1-C04516,1,Kgs,1.44,,CARAT,AAQFN4016M,PD-0579,02340674701,IPS/K002120,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2065485.84,CUT AND POLISHED DIAMOND,13.390000 CARAT,198,0,1100,1040201014,99,99,0,996719,0cf6b853e846cc69482466ea0794e851ac6c9a8c0385184a53ec99f6dcbfa7b0,253652,
182679,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/03/2023,16/04/2023,17/03/2023,2701202,434661,ER No,7273,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8540252,R1-JE9010B,1,Kgs,0.55,,CARAT,AAQFN4016M,PD-0579,02344299776,IPS/K009071,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,906.82,PRECIOUS STONES NATURAL RUBY,0.240000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f0cda58ca0746964bd829b9698f8a068dac7a5690517f95018443235e00675dc,250421,
182716,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/05/2022,08/06/2022,09/05/2022,904770,269849,ER No,3431,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1257238,R1-C04516,1,Kgs,0.9,,CARAT,AAQFN4016M,PD-0579,61850279821,0915,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1170003.15,CUT AND POLISHED DIAMOND,17.760000 CARAT,198,0,1100,1040201014,99,99,0,996719,939fda15626c1439194eaebe64d17fbcf55ffb0c0609ec4aba9ca2d1741c4230,251630,
182764,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,20/03/2023,19/04/2023,20/03/2023,2721266,436159,ER No,8380,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8595285,R1-JE9010B,1,Kgs,1.67,,CARAT,AAQFN4016M,PD-0579,16052846942,6639,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1507002.97,CUT AND POLISHED DIAMOND,28.910000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f65a3f21943e93bd7badcd30c470d3b0f9eea404da0d4a91a3ecec4932f7d00d,250421,
182777,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/06/2022,15/07/2022,15/06/2022,998418,290293,ER No,6636,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2123713,R1-C04516,4,Kgs,9.4,,CARAT,AAQFN4016M,PD-0579,12596625664,99013679268,NORMAL,1676,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1420,0,0,13232001.42,CUT AND POLISHED DIAMOND,158.640000 CARAT,255.6,0.4,1420,1040201014,127.8,127.8,0,996719,c86821fce8d940a8a9c80ef46d68d45584fc19238a156607ffb2f3af5cdb5ccf,253064,
182794,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/12/2022,29/01/2023,30/12/2022,2169234,394578,ER No,12559,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6533244,R1-JE9010B,1,Kgs,0.76,,CARAT,AAQFN4016M,PD-0579,02343050486,IPS/K006821,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,297455.31,CUT AND POLISHED DIAMOND,11.730000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,4c2728c84c911e5c88cef247f99bc7e0d849f570d425f32a74f670b48b85dc8e,258486,
182953,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,05/09/2022,05/10/2022,05/09/2022,1315474,334132,ER No,1869,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3969580,R1-C04516,3,Kgs,5.57,,CARAT,AAQFN4016M,PD-0579,07453615321,99013697091,NORMAL,1581,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1340,0,0,11083004.63,CUT AND POLISHED DIAMOND,118.080000 CARAT,241.2,-0.2,1340,1040201014,120.6,120.6,0,996719,95d544b66986d5c1b674927acdef16bdc9822c1d2148b22428448e11bb3da927,256015,
183042,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/12/2022,15/01/2023,16/12/2022,2041042,388911,ER No,7903,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6198403,R1-JE9010B,1,Kgs,0.84,,CARAT,AAQFN4016M,PD-0579,02343058584,IPS/K006525,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,258343.09,CUT AND POLISHED DIAMOND,10.380000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,6b2612ba911192ec3e9206b2aab45d17bbcb36545e9819c26aecd0d6bc8ac7b3,258307,
183111,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/06/2022,13/07/2022,13/06/2022,996482,288824,ER No,5297,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2066891,R1-C04516,3,Kgs,6.1,,CARAT,AAQFN4016M,PD-0579,12596625631,99013678681,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,7479014.76,CUT AND POLISHED DIAMOND,91.700000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,fb150006032035fe422005c82f53e094fec40a9223dcda39298b9abe86dbe8a4,253064,
183195,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/01/2023,12/02/2023,13/01/2023,2267666,400749,ER No,5269,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6935963,R1-JE9010B,1,Kgs,1.71,,CARAT,AAQFN4016M,PD-0579,02343057140,7217,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1301435.18,CUT AND POLISHED DIAMOND,24.050000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,fe4d5ebcd9b7484d5ad7a4317af86b795d8143fee77d0cc47585774cf4e0400c,259269,
183208,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/07/2022,14/08/2022,15/07/2022,1105378,307546,ER No,7051,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2832913,R1-C04516,3,Kgs,6.57,,CARAT,AAQFN4016M,PD-0579,72424707476,99013686183,NORMAL,1723,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1460,0,0,14341015.89,CUT AND POLISHED DIAMOND,153.880000 CARAT,262.8,0.2,1460,1040201014,131.4,131.4,0,996719,1dccc9a002d4c40a012d142683b0867c47c43a89378a1a89f7356b828a2a6437,254186,
183229,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/10/2022,03/11/2022,04/10/2022,1575010,350786,ER No,1000,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4602071,R1-C04516,5,Kgs,11.12,,CARAT,AAQFN4016M,PD-0579,12551828383,99013703637,NORMAL,1676,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1420,0,0,12860006.94,CUT AND POLISHED DIAMOND,199.580000 CARAT,255.6,0.4,1420,1040201014,127.8,127.8,0,996719,6bf90412f89c7cfe6e86fd8b22a65c0ce26d894eb86aa263e663b44d66372304,256443,
183401,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/07/2022,25/08/2022,26/07/2022,1133490,313524,ER No,12309,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3072626,R1-C04516,1,Kgs,0.8,,CARAT,AAQFN4016M,PD-0579,02341089694,2608,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,18409.35,CUT AND POLISHED DIAMOND,0.530000 CARAT,198,0,1100,1040201014,99,99,0,996719,32801cc1f45dab7b317720ba259c91e76269b6ad082a286093b97789d17f044d,254240,
183467,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/03/2023,07/04/2023,08/03/2023,2645314,429084,ER No,2673,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8317975,R1-JE9010B,1,Kgs,0.82,,CARAT,AAQFN4016M,PD-0579,02344149862,8786,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,61425,CUT AND POLISHED DIAMOND,2.960000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,bb1be6aa2850cd396aabe5e89fb9a0dd91a70a7c01239f13d330a0245692e062,260715,
183486,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/06/2022,24/07/2022,24/06/2022,1013538,295859,ER No,11463,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2347611,R1-C04516,1,Kgs,0.9,,CARAT,AAQFN4016M,PD-0579,51405796324,IPS/K001987,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,178450.66,CUT AND POLISHED DIAMOND,6.160000 CARAT,198,0,1100,1040201014,99,99,0,996719,01ff65df95b552ef03a21f0f4e2f62f7e80828118f7e918f65fc8400f25ec629,253652,
183658,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/12/2022,28/01/2023,29/12/2022,2159170,394163,ER No,12134,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6529968,R1-JE9010B,1,Kgs,2.16,,CARAT,AAQFN4016M,PD-0579,02343050490,IPS/K006815,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1892455.14,LAB. GROWN CPD,40.610000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d6011f3f73c6b464df8d6fb9c3cdba416a8a40a7186989284eec474c77adf0fa,258486,
184036,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,30/09/2022,30/10/2022,30/09/2022,1538642,349399,ER No,15239,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4544551,R1-C04516,5,Kgs,11.08,,CARAT,AAQFN4016M,PD-0579,72426284064,99013703116,NORMAL,1628,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1380,0,0,11778997.35,CUT AND POLISHED DIAMOND,211.650000 CARAT,248.4,-0.4,1380,1040201014,124.2,124.2,0,996719,86b96092915945faa32c09b085a906fd9d2ca8bf0a4cd6d85baa6e1991bce4c8,256194,
184210,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/01/2023,24/02/2023,25/01/2023,2375314,406402,ER No,9976,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7254369,R1-JE9010B,1,Kgs,2.06,,CARAT,AAQFN4016M,PD-0579,02343518274,7554,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3506437.76,CUT AND POLISHED DIAMOND,36.560000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,901f23b8b11e7e90593bfce195b2c72ef5beed81f2efb002177c7806c133ffe6,259269,
184297,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/12/2022,11/01/2023,12/12/2022,2026386,385720,ER No,5150,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6078321,R1-JE9010B,1,Kgs,2.66,,CARAT,AAQFN4016M,PD-0579,16049532630,99013717124,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2773998.43,LAB. GROWN CPD,54.940000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,c34870810ac8a3b6d3481a102b995e877df3abdeb416b0391620aa6f466b9374,258038,
184341,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,14/06/2022,14/07/2022,14/06/2022,997522,289667,ER No,6249,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2102219,R1-C04516,1,Kgs,0.84,,CARAT,AAQFN4016M,PD-0579,51405761965,IPS/K001777,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,198350.51,LAB. GROWN CPD,13.420000 CARAT,198,0,1100,1040201014,99,99,0,996719,d66f0e2568c68344839d6503357989fe508442041a9c1c4761e8bdfed5035b17,253064,
184377,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/09/2022,15/10/2022,15/09/2022,1408706,340176,ER No,7134,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4190038,R1-C04516,1,Kgs,0.94,,CARAT,AAQFN4016M,PD-0579,51405936195,IPS/K003659,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,216375.45,LAB. GROWN CPD,8.540000 CARAT,198,0,1100,1040201014,99,99,0,996719,149c8e8bf7d8b87352702e1e1e0f63fbaa93d47f942a3f3f33fe38e9427f64a0,256015,
184448,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/02/2023,17/03/2023,15/02/2023,2554322,417576,ER No,7247,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7795509,R1-JE9010B,2,Kgs,4.75,,CARAT,AAQFN4016M,PD-0579,12552494385,99013729479,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6209003.59,CUT AND POLISHED DIAMOND,101.640000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,4a8abbd899921d855fea9bf8bb362f110ab0c01e70f8a5df59b16e0410198d4c,259834,
184869,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/12/2022,12/01/2023,13/12/2022,2029586,386225,ER No,5522,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6093433,R1-JE9010B,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,02343058525,6332,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,197423.35,CUT AND POLISHED DIAMOND,5.250000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,99315730a946f805a5fa8dab7f9e9e50335f055266f1e59458d1557fa53d0c88,258307,
