CONBRN,CONBILLNO,CONBILLDATE,CONSHIPPER,CONCOSIGN,CONHAWBNO,CONHAWBDT,MAWB,CONMAWDT,TrackingNo,CONPRD1,CONPKGS,CONGRSWT,CONNETWT,CONSHPBILL,CONPORT,FREIGHT,OTHER,VALCHG,CONAGTFEE,CONCARRFEE,TOTAL,GST,ROUND OFF,AMOUNT DUE,CGSTAMT,SGSTAMT,IGSTAMT,UTGSTAMT,OCGSTAMT,OSGSTAMT,OIGSTAMT,OUTGSTAMT,FCGSTTAXRATE,CGST,FSGSTTAXRATE,SGST,FIGSTTAXRATE,IGST,FUTGSTTAXRATE,UTGST,ROUNDOFF,DISCOUNT,CONTOSHIP,SHIPPER,EXPRTNM,BILLTO,ServiceType,shipmentProductType,ShipmentDays,AIRLINECODE,AIRLINE,JOBNO,CIFVAL,CIFRS,GRNO,GRDT,ShipperPan,BillingPartyPanNo,IPSDDF,BLADD1,BLADD2,BLADD3,BLCITY,BLSTNAME,BLSTGSTSTATE,BLGSTNO,BLPANNO,BLCODE,BLPIN
BKC  ,2724BKCIPS002376,6/20/2023,N00691    ,W0800,IPS/K002383                   ,6/16/2023,02345892486,6/16/2023,399713548788,CUT & POLISHED DIAMONDS,1,2.95,42.38,1793033,AMS,15599,0,0,0,4785,20384,3669.12,0,24053,0,0,861.3,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,-0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913415            ,50037.28,4393273,WA20230616036,6/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002377,6/20/2023,N00691    ,N2848,IPS/K002389                   ,6/16/2023,02345892486,6/16/2023,399710591675,LAB GROWN CUT & POLISHED DIAMONDS,1,0.62,1.15,1794914,LON,10400,0,0,0,3160,13560,2440.8,0,16001,0,0,568.8,0,0,0,0,0,0,0,0,0,18,1872,0,0,0.2,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913426            ,399.58,32506,WA 20230616038,6/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002378,6/20/2023,N00691    ,W0800,IPS/K002405                   ,6/17/2023,02345892501,6/16/2023,399717400238,LAB GROWN CUT & POLISHED DIAMONDS,1,0.58,0.72,1806993,AMS,10400,0,500,0,1535,12435,2238.3,0,14673,0,0,276.3,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.3,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913517            ,231.03,20284,WA 20230616094,6/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002379,6/20/2023,N00691    ,N2673,IPS/K002410                   ,6/17/2023,02345892501,6/16/2023,780002083749,CUT & POLISHED LAB GROWN DIAMONDS,1,0.67,18.69,1807110,NYC,9850,0,0,0,1535,11385,2049.3,0,13434,0,0,276.3,0,0,0,0,0,0,0,0,0,18,1773,0,0,-0.3,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913521            ,18779.42,1527706,20230616100,6/16/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002380,6/20/2023,N00691    ,N2828,IPS/K002412                   ,6/17/2023,02345892512,6/17/2023,780001780650,CUT & POLISHED DIAMONDS,1,0.61,3.1,1812782,VIC,11650,0,500,0,1535,13685,2463.3,0,16148,0,0,276.3,0,0,0,0,0,0,0,0,0,18,2187,0,0,-0.3,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913523            ,498.14,26750,WA20230616102,6/17/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002381,6/20/2023,N00691    ,N2828,IPS/K002414                   ,6/17/2023,02345892512,6/17/2023,780001512445,CUT & POLISHED LAB GROWN DIAMONDS,1,1.66,25.94,1812785,VIC,13899,0,2968,0,3300,20167,3630.06,0,23797,0,0,594,0,0,0,0,0,0,0,0,0,18,3036.06,0,0,-0.06,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913525            ,27632.84,1483884,WA20230616125,6/17/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002382,6/20/2023,N00691    ,W0800,IPS/K002415                   ,6/17/2023,02345892501,6/17/2023,780001460640,CUT & POLISHED LAB GROWN DIAMONDS,1,1.95,24.84,1812791,AMS,12699,0,0,0,4785,17484,3147.12,0,20631,0,0,861.3,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,-0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913524            ,37198.16,3265998,WA20230616123,6/17/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002383,6/20/2023,N00691    ,W0800,IPS/K002450                   ,6/19/2023,02345892523,6/19/2023,780035108049,CUT & POLISHED LAB GROWN DIAMONDS,1,3.15,50.04,1844523,AMS,12699,0,0,0,5597,18296,3293.28,0,21589,0,0,1007.46,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,-0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913664            ,25106.72,2204370,WA20230619041,6/19/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002514,6/23/2023,N00691    ,N2828,IPS/K002475                   ,6/20/2023,02345892556,6/20/2023,780091753298,CUT & POLISHED LAB GROWN DIAMONDS,1,2.98,75.44,1868779,VIC,15999,0,6848,0,5065,27912,5024.16,0,32936,0,0,911.7,0,0,0,0,0,0,0,0,0,18,4112.46,0,0,-0.16,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913746            ,63757.99,3423804,WA20230620016,6/20/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002515,6/23/2023,N00691    ,N2828,IPS/K002480                   ,6/20/2023,02345892556,6/20/2023,780092445048,CUT & POLISHED LAB GROWN DIAMONDS,1,0.61,28.78,1872098,VIC,11650,0,585,0,2417,14652,2637.36,0,17289,0,0,435.06,0,0,0,0,0,0,0,0,0,18,2202.3,0,0,-0.36,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913757            ,5443.05,292292,WA20230620025,6/20/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002516,6/23/2023,N00691    ,W0800,IPS/K002481                   ,6/20/2023,02345892545,6/20/2023,"780092644930,3730",LAB GROWN CUT & POLISHED DIAMONDS,2,3.95,49.9,1872081,AMS,12699,0,0,0,8035,20734,3732.12,0,24466,0,0,1446.3,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,-0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913756            ,35913.17,3153176,WA 20230620019,6/20/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002517,6/23/2023,N00691    ,N2848,IPS/K002484                   ,6/20/2023,02345892545,6/20/2023,780092873277,CUT & POLISHED DIAMONDS,1,0.62,1.73,1873492,LON,10400,0,0,0,1535,11935,2148.3,0,14083,0,0,276.3,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.3,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913760            ,424.23,42932,WA20230620027,6/20/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002518,6/23/2023,N00691    ,N2828,IPS/K002516                   ,6/21/2023,02345892571,6/21/2023,780146288748,LAB GROWN CUT & POLISHED DIAMONDS,1,1.91,34.75,1897409,VIC,11650,0,2227,0,3300,17177,3091.86,0,20269,0,0,594,0,0,0,0,0,0,0,0,0,18,2497.86,0,0,0.14,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913839            ,20733.13,1113369,WA20230621044,6/21/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002519,6/23/2023,N00691    ,W0800,IPS/K002535                   ,6/21/2023,02345892560,6/21/2023,780147740044,LAB GROWN CUT & POLISHED DIAMONDS,1,3.3,54.67,1898958,AMS,15599,0,0,0,5597,21196,3815.28,0,25011,0,0,1007.46,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,-0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913856            ,55898.1,4907853,WA 20230621065,6/21/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002520,6/23/2023,N00691    ,W0800,IPS/K002537                   ,6/21/2023,02345892560,6/21/2023,780147820814,CUT & POLISHED DIAMONDS,1,0.62,1.26,1901601,AMS,10400,0,500,0,2347,13247,2384.46,0,15631,0,0,422.46,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.46,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913869            ,431.38,37875,WA 20230621052,6/21/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002521,6/23/2023,N00691    ,N2828,IPS/K002571                   ,6/22/2023,02345892593,6/22/2023,780198012664,LAB GROWN CUT & POLISHED DIAMONDS,1,2.46,54.48,1922667,VIC,17999,0,0,0,4183,22182,3992.76,0,26175,0,0,752.94,0,0,0,0,0,0,0,0,0,18,3239.82,0,0,0.24,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913936            ,77338.15,4153059,WA 20230622013,6/22/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002522,6/23/2023,N00691    ,W0800,IPS/K002579                   ,6/22/2023,02345892582,6/22/2023,780198383952,CUT & POLISHED LAB GROWN DIAMONDS,1,2.37,43.05,1925419,AMS,15599,0,0,0,3973,19572,3522.96,0,23095,0,0,715.14,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.04,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913952            ,62910.01,5523499,WA20230622042,6/22/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002523,6/23/2023,N00691    ,W0800,IPS/K002582                   ,6/22/2023,02345892582,6/22/2023,780198980673.1051,LAB GROWN CUT & POLISHED DIAMONDS,2,4.1,57.13,1927579,AMS,15599,0,0,0,7223,22822,4107.96,0,26930,0,0,1300.14,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.04,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913959            ,64651.33,5676387,WA20230622026,6/22/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002524,6/23/2023,N00691    ,N2848,IPS/K002600                   ,6/22/2023,02345892582,6/22/2023,780199749494,LAB GROWN CUT & POLISHED DIAMONDS,1,0.74,6.36,1931543,LON,10400,0,0,0,3160,13560,2440.8,0,16001,0,0,568.8,0,0,0,0,0,0,0,0,0,18,1872,0,0,0.2,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE913999            ,1114,112737,WA 20230622032,6/22/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002634,6/26/2023,N00691    ,W0800,IPS/K002563                   ,6/24/2023,02346111413,6/23/2023,780162345365,CUT & POLISHED COLOURED GEMSTONES,1,0.53,5.72,1911543,AMS,10400,0,500,0,2347,13247,2384.46,0,15631,0,0,422.46,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.46,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE913917            ,535.56,47022,WA20230623049,6/21/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002635,6/26/2023,N00691    ,N2828,IPS/K002620                   ,6/23/2023,02345892615,6/23/2023,780247741216,LAB GROWN CUT & POLISHED DIAMONDS,1,1.75,28.5,1951159,VIC,13899,0,3357,0,3300,20556,3700.08,0,24256,0,0,594,0,0,0,0,0,0,0,0,0,18,3106.08,0,0,-0.08,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914052            ,31259.41,1678630,WA 20230623041,6/23/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002636,6/26/2023,N00691    ,W0800,IPS/K002635                   ,6/23/2023,02345892604,6/23/2023,780248831394,LAB GROWN CUT & POLISHED DIAMONDS,1,3.57,58.07,1955543,AMS,15599,0,0,0,6410,22009,3961.62,0,25971,0,0,1153.8,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,0.38,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914075            ,50075.63,4396640,WA20230623064,6/23/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002637,6/26/2023,N00691    ,N2828,IPS/K002658                   ,6/24/2023,02346111424,6/23/2023,780254167770,LAB GROWN CUT & POLISHED DIAMONDS,1,0.55,1.18,1969785,VIC,11650,0,500,0,3300,15450,2781,0,18231,0,0,594,0,0,0,0,0,0,0,0,0,18,2187,0,0,0,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914142            ,363.01,19494,WA 20230623097,6/23/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002638,6/26/2023,N00691    ,N2673,IPS/K002659                   ,6/24/2023,02346111413,6/23/2023,780257782813,LAB GROWN CUT & POLISHED DIAMONDS,1,0.58,0.83,1973146,NYC,9850,0,500,0,2267,12617,2271.06,0,14888,0,0,408.06,0,0,0,0,0,0,0,0,0,18,1863,0,0,-0.06,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914149            ,315.01,25626,WA 20230623103,6/23/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002639,6/26/2023,N00691    ,W0800,IPS/K002664                   ,6/24/2023,02346111413,6/24/2023,780292983530,LAB GROWN CUT & POLISHED DIAMONDS,1,2.74,35.04,1979942,AMS,12699,0,0,0,4785,17484,3147.12,0,20631,0,0,861.3,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,-0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914156            ,43121.83,3786097,WA 20230623044,6/24/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002640,6/26/2023,N00691    ,N2828,IPS/K002665                   ,6/24/2023,02346111424,6/24/2023,780292763691,LAB GROWN CUT & POLISHED DIAMONDS,1,1.75,24.1,1979628,VIC,11650,0,1263,0,3300,16213,2918.34,0,19131,0,0,594,0,0,0,0,0,0,0,0,0,18,2324.34,0,0,-0.34,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914155            ,11759.97,631510,WA 20230623043,6/24/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002641,6/26/2023,N00691    ,N2848,IPS/K002666                   ,6/24/2023,02346111413,6/24/2023,780292784005,LAB GROWN CUT & POLISHED DIAMONDS,1,0.66,2.09,1979367,LON,10400,0,0,0,2347,12747,2294.46,0,15041,0,0,422.46,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.46,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914154            ,289.87,29335,WA 20230623116,6/24/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002642,6/26/2023,N00691    ,W0800,IPS/K002674                   ,6/24/2023,02346111413,6/24/2023,780293118092,LAB GROWN CUT & POLISHED DIAMONDS,1,0.65,4.99,1983863,AMS,10400,0,500,0,2347,13247,2384.46,0,15631,0,0,422.46,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.46,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914184            ,695.98,61107,WA 20230624023,6/24/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002710,6/28/2023,N00691    ,W0800,IPS/K002695                   ,6/26/2023,02346111435,6/26/2023,780328745940,LAB GROWN CUT & POLISHED DIAMONDS,1,3,49.56,2013707,AMS,12699,0,0,0,4785,17484,3147.12,0,20631,0,0,861.3,0,0,0,0,0,0,0,0,0,18,2285.82,0,0,-0.12,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914231            ,40582.03,3563102,WA 20230626024,6/26/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002711,6/28/2023,N00691    ,W0800,IPS/K002706                   ,6/27/2023,02346111450,6/26/2023,780333087693,LAB GROWN CUT & POLISHED DIAMONDS,1,0.66,1.84,2024907,AMS,10400,0,500,0,1535,12435,2238.3,0,14673,0,0,276.3,0,0,0,0,0,0,0,0,0,18,1962,0,0,-0.3,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914286            ,647.69,56867,WA 20230626076,6/26/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002712,6/28/2023,N00691    ,N2828,IPS/K002708                   ,6/27/2023,02346111461,6/26/2023,780334284825,LAB GROWN CUT & POLISHED DIAMONDS,1,0.61,1.35,2025525,VIC,11650,0,500,0,2417,14567,2622.06,0,17189,0,0,435.06,0,0,0,0,0,0,0,0,0,18,2187,0,0,-0.06,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914287            ,320.41,17206,WA 20230626079,6/26/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002713,6/28/2023,N00691    ,N2828,IPS/K002726                   ,6/27/2023,02346111461,6/27/2023,780390715829,LAB GROWN CUT & POLISHED DIAMONDS,1,4.22,106.63,2039877,VIC,15999,0,6566,0,7713,30278,5450.04,0,35728,0,0,1388.34,0,0,0,0,0,0,0,0,0,18,4061.7,0,0,-0.04,0,N00691,NIVODA LLP,"NIVODA AUSTRALIA PTY LTD,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914332            ,61136.83,3283048,WA 20230627059,6/27/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002714,6/28/2023,N00691    ,N2673,IPS/K002728                   ,6/27/2023,02346111450,6/27/2023,780390936708,LAB GROWN CUT & POLISHED DIAMONDS,1,0.61,1.68,2042461,NYC,9850,0,500,0,2267,12617,2271.06,0,14888,0,0,408.06,0,0,0,0,0,0,0,0,0,18,1863,0,0,-0.06,0,N00691,NIVODA LLP,NIVODA USA LLC                       .,NIVODA LLP,FEDEX,,,FE,FEDEX,KE814343            ,1064.68,86612,WA 20230627049,6/27/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002715,6/28/2023,N00691    ,W0800,IPS/K002731                   ,6/27/2023,02346111450,6/27/2023,780391189327,LAB GROWN CUT & POLISHED DIAMONDS,1,3.37,52.76,2042463,AMS,15599,0,0,0,5597,21196,3815.28,0,25011,0,0,1007.46,0,0,0,0,0,0,0,0,0,18,2807.82,0,0,-0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE914344            ,67493.91,5925965,WA 20230627047,6/27/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002716,6/28/2023,N00691    ,W0800,IPS/K002732                   ,6/27/2023,02346111450,6/27/2023,780391311406,LAB GROWN CUT & POLISHED DIAMONDS,1,0.59,4.04,2043493,AMS,17599,0,0,0,2347,19946,3590.28,0,23536,0,0,422.46,0,0,0,0,0,0,0,0,0,18,3167.82,0,0,-0.28,0,N00691,NIVODA LLP,WORLD D CENTRE ,NIVODA LLP,FEDEX,,,FE,FEDEX,KE081437            ,82890.71,7277804,W 20230627054,6/27/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
BKC  ,2724BKCIPS002717,6/28/2023,N00691    ,N2848,IPS/K002735                   ,6/27/2023,02346111450,6/27/2023,780391622982,CUT & POLISHED LAB GROWN DIAMONDS,1,0.7,16.18,2044202,LON,10400,0,0,0,2347,12747,2294.46,0,15041,0,0,422.46,0,0,0,0,0,0,0,0,0,18,1872,0,0,-0.46,0,N00691,NIVODA LLP,"NIVODA LIMITED,,,,,",NIVODA LLP,FEDEX,,,FE,FEDEX,KE914352            ,2480.97,251074,WA20230627054,6/27/2023,AAQFN4016M,AAQFN4016M,,JE 9010 B BHARAT DIAMOND BOURSE BKC BANDRA EAST,,,Mumbai,MAHARASHTRA,27,27AAQFN4016M1ZU,AAQFN4016M,N00691    ,400051
